ORDER ID,ORDER DATE,SHIP DATE,SHIP MODE,CUSTOMER NAME,SEGMENT,STATE,COUNTRY,MARKET,REGION,PRODUCT ID,CATEGORY,SUB CATEGROY,PRODUCT NAME,SALES,QUANTITY,DISCOUNT,PROFIT,SHIPPING COST,ORDER PRIORITY
MX-2014-102190,1/8/2014,8/8/2014,Standard Class,Darrin Sayre,Home Office,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-BI-10003903,Office Supplies,Binders,"Cardinal Binder, Economy",15,2,0.2,5.312,2.68,Low
PL-2014-8230,1/8/2014,8/8/2014,Standard Class,Bruce Degenhardt,Consumer,Lodz,Poland,EMEA,EMEA,OFF-BIC-10003680,Office Supplies,Art,"BIC Highlighters, Blue",19,1,0,7.56,2.18,Low
ID-2014-47022,1/8/2014,6/8/2014,Standard Class,Susan Gilcrest,Corporate,Jakarta,Indonesia,APAC,Southeast Asia,TEC-AC-10004016,Technology,Accessories,"Memorex Flash Drive, Programmable",33,2,0.47,-14.226,2.09,Medium
CA-2014-121909,1/8/2014,6/8/2014,Standard Class,Erin Ashbrook,Corporate,Pennsylvania,United States,US,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,55,3,0.2,17.8152,2.07,Medium
KZ-2014-8050,1/8/2014,5/8/2014,Standard Class,Karen Carlisle,Corporate,Almaty,Kazakhstan,EMEA,EMEA,TEC-ENE-10005000,Technology,Accessories,"Enermax Memory Card, Bluetooth",34,1,0.7,-61.773,2.01,Medium
MX-2014-167899,1/8/2014,7/8/2014,Standard Class,Marc Harrigan,Home Office,San Pedro de Macorís,Dominican Republic,LATAM,Caribbean,OFF-LA-10004538,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",29,5,0.2,6.5,2,Medium
PL-2014-8230,1/8/2014,8/8/2014,Standard Class,Bruce Degenhardt,Consumer,Lodz,Poland,EMEA,EMEA,OFF-SAN-10004746,Office Supplies,Art,"Sanford Highlighters, Fluorescent",17,1,0,7.14,1.81,Low
IT-2014-2328162,1/8/2014,1/8/2014,Same Day,Caroline Jumper,Consumer,Stockholm,Sweden,EU,North,OFF-LA-10000519,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",29,7,0.5,-17.955,1.73,Medium
MX-2014-109890,1/8/2014,5/8/2014,Standard Class,Nick Crebassa,Corporate,Cortés,Honduras,LATAM,Central,TEC-AC-10004451,Technology,Accessories,"SanDisk Mouse, Bluetooth",15,1,0.4,-3.076,1.63,High
ID-2014-17216,1/8/2014,5/8/2014,Second Class,Sonia Sunley,Consumer,Jakarta,Indonesia,APAC,Southeast Asia,OFF-PA-10002109,Office Supplies,Paper,"SanDisk Message Books, Premium",13,1,0.47,-11.1954,1.41,Medium
MX-2014-109890,1/8/2014,5/8/2014,Standard Class,Nick Crebassa,Corporate,Cortés,Honduras,LATAM,Central,OFF-EN-10003352,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",12,1,0.4,1.592,1.22,High
ES-2014-1214245,1/8/2014,6/8/2014,Second Class,Jason Fortune-,Consumer,England,United Kingdom,EU,North,OFF-LA-10002651,Office Supplies,Labels,"Novimex Round Labels, Adjustable",8,2,0,2.28,0.9,Medium
TU-2014-1370,1/8/2014,4/8/2014,First Class,Brian Stugart,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-AVE-10002102,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",3,1,0.6,-1.692,0.86,High
US-2014-165869,1/8/2014,6/8/2014,Standard Class,Luke Schmidt,Corporate,Wisconsin,United States,US,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,18,4,0,8.4096,0.77,Medium
CA-2014-147032,1/8/2014,5/8/2014,Standard Class,Laurel Beltran,Home Office,Delaware,United States,US,East,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,12,1,0,5.5392,0.71,Medium
KZ-2014-8050,1/8/2014,5/8/2014,Standard Class,Karen Carlisle,Corporate,Almaty,Kazakhstan,EMEA,EMEA,OFF-STA-10001747,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",8,1,0.7,-16.035,0.7,Medium
MA-2014-760,1/8/2014,5/8/2014,Second Class,Nathan Gelder,Consumer,Analamanga,Madagascar,Africa,Africa,OFF-AME-10003167,Office Supplies,Envelopes,"Ames Clasp Envelope, Recycled",6,1,0,1.26,0.57,Medium
CA-2014-147032,1/8/2014,5/8/2014,Standard Class,Laurel Beltran,Home Office,Delaware,United States,US,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",11,3,0,5.3949,0.54,Medium
KZ-2014-8050,1/8/2014,5/8/2014,Standard Class,Karen Carlisle,Corporate,Almaty,Kazakhstan,EMEA,EMEA,OFF-AVE-10002102,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",8,1,0.7,-5.589,0.16,Medium
ES-2014-2034971,2/8/2014,3/8/2014,First Class,Ryan Akin,Consumer,Upper Normandy,France,EU,Central,FUR-BO-10003541,Furniture,Bookcases,"Bush Classic Bookcase, Metal","1,113",3,0.1,296.658,472,Critical
CG-2014-80,2/8/2014,8/8/2014,Standard Class,Mark Haberlin,Corporate,Kasai-Oriental,Democratic Republic of the Congo,Africa,Africa,FUR-SAF-10003469,Furniture,Bookcases,"Safco Classic Bookcase, Traditional","1,753",4,0,455.64,228.7,Low
MO-2014-6730,2/8/2014,2/8/2014,Same Day,Evan Minnotte,Home Office,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,FUR-IKE-10002147,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",822,2,0,156.24,190.03,High
ES-2014-4124074,2/8/2014,6/8/2014,Standard Class,Laurel Workman,Corporate,England,United Kingdom,EU,North,TEC-MA-10004772,Technology,Machines,"Konica Inkjet, White","1,864",6,0,708.12,142.47,Medium
CA-2014-162691,2/8/2014,8/8/2014,Standard Class,Aaron Smayling,Corporate,Texas,United States,US,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,"1,440",3,0.4,-263.9967,103.62,Medium
IT-2014-1534186,2/8/2014,8/8/2014,Standard Class,Vivek Gonzalez,Consumer,Apulia,Italy,EU,South,TEC-PH-10002623,Technology,Phones,"Cisco Smart Phone, with Caller ID",785,2,0.4,52.308,103.36,Low
ES-2014-1987504,2/8/2014,4/8/2014,Second Class,Jim Kriz,Home Office,Nord-Pas-de-Calais,France,EU,Central,TEC-CO-10001894,Technology,Copiers,"Sharp Copy Machine, High-Speed",610,3,0.15,208.26,100.14,Critical
IN-2014-85018,2/8/2014,4/8/2014,First Class,Larry Hughes,Consumer,Auckland,New Zealand,APAC,Oceania,TEC-AC-10001455,Technology,Accessories,"Logitech Memory Card, Erganomic",243,4,0.4,-137.664,97.89,Critical
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,FUR-BO-10002632,Furniture,Bookcases,"Sauder Corner Shelving, Pine",669,5,0.1,74.325,78.88,Medium
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10000082,Technology,Copiers,"Canon Fax and Copier, Digital","1,337",7,0,147,77.97,Medium
ES-2014-5628331,2/8/2014,7/8/2014,Standard Class,Anna Chung,Consumer,Limousin,France,EU,Central,TEC-PH-10000037,Technology,Phones,"Cisco Signal Booster, Cordless",789,6,0.15,-83.592,76.34,Medium
ES-2014-1504792,2/8/2014,5/8/2014,Second Class,Helen Andreada,Consumer,Balearic Islands,Spain,EU,South,OFF-AP-10001103,Office Supplies,Appliances,"Breville Microwave, Silver",605,2,0,217.74,58.65,Medium
RS-2014-7500,2/8/2014,5/8/2014,Second Class,Evan Minnotte,Home Office,Stavropol',Russia,EMEA,EMEA,TEC-SHA-10002753,Technology,Copiers,"Sharp Fax and Copier, High-Speed",334,2,0,40.02,49.63,High
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,FUR-BO-10004947,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",676,5,0.1,195.285,40.78,Medium
IT-2014-4056621,2/8/2014,6/8/2014,Standard Class,Thea Hendricks,Consumer,Midi-Pyrénées,France,EU,Central,FUR-BO-10004620,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",670,5,0.1,14.76,37.55,Medium
CG-2014-80,2/8/2014,8/8/2014,Standard Class,Mark Haberlin,Corporate,Kasai-Oriental,Democratic Republic of the Congo,Africa,Africa,TEC-CIS-10003439,Technology,Phones,"Cisco Headset, VoIP",354,4,0,14.16,36.27,Low
US-2014-120516,2/8/2014,3/8/2014,Same Day,Phillip Breyer,Corporate,Francisco Morazán,Honduras,LATAM,Central,OFF-SU-10000213,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",155,8,0.4,-20.672,35.33,Critical
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-AC-10001566,Technology,Accessories,"Logitech Router, Erganomic",490,2,0,88.2,32.73,Medium
IT-2014-1534186,2/8/2014,8/8/2014,Standard Class,Vivek Gonzalez,Consumer,Apulia,Italy,EU,South,TEC-PH-10003713,Technology,Phones,"Cisco Audio Dock, Cordless",444,4,0.4,-199.752,32.7,Low
ES-2014-4124074,2/8/2014,6/8/2014,Standard Class,Laurel Workman,Corporate,England,United Kingdom,EU,North,TEC-AC-10001187,Technology,Accessories,"Memorex Keyboard, USB",286,4,0,11.4,27.82,Medium
IT-2014-1534186,2/8/2014,8/8/2014,Standard Class,Vivek Gonzalez,Consumer,Apulia,Italy,EU,South,TEC-CO-10003124,Technology,Copiers,"Canon Ink, Laser",294,2,0,138.3,25.51,Low
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-ST-10001547,Office Supplies,Storage,"Rogers Lockers, Industrial",382,2,0.1,118.74,24.75,Medium
IN-2014-85018,2/8/2014,4/8/2014,First Class,Larry Hughes,Consumer,Auckland,New Zealand,APAC,Oceania,OFF-LA-10004112,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",67,10,0.4,5.34,21.49,Critical
IN-2014-38223,2/8/2014,7/8/2014,Standard Class,Maxwell Schwartz,Consumer,Delhi,India,APAC,Central Asia,TEC-PH-10003062,Technology,Phones,"Apple Audio Dock, Full Size",336,2,0,117.72,20.49,Medium
ES-2014-2057259,2/8/2014,5/8/2014,First Class,Philip Brown,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-AR-10001533,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",137,3,0,63.09,19.84,Medium
CA-2014-133235,2/8/2014,5/8/2014,First Class,Larry Hughes,Consumer,North Carolina,United States,US,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,272,5,0.2,16.9975,19.04,High
US-2014-120516,2/8/2014,3/8/2014,Same Day,Phillip Breyer,Corporate,Francisco Morazán,Honduras,LATAM,Central,OFF-BI-10001248,Office Supplies,Binders,"Avery Binder, Economy",62,12,0.4,-34.08,17.27,Critical
RS-2014-7500,2/8/2014,5/8/2014,Second Class,Evan Minnotte,Home Office,Stavropol',Russia,EMEA,EMEA,FUR-RUB-10002817,Furniture,Furnishings,"Rubbermaid Door Stop, Durable",163,4,0,21.12,16.16,High
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-MA-10003607,Technology,Machines,"Okidata Receipt Printer, Red",600,5,0,102,15.45,Medium
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-AR-10001190,Office Supplies,Art,"Boston Canvas, Easy-Erase",216,4,0,49.56,15.37,Medium
IN-2014-85018,2/8/2014,4/8/2014,First Class,Larry Hughes,Consumer,Auckland,New Zealand,APAC,Oceania,OFF-EN-10000182,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint",54,4,0.4,-0.936,14.18,Critical
RS-2014-7500,2/8/2014,5/8/2014,Second Class,Evan Minnotte,Home Office,Stavropol',Russia,EMEA,EMEA,OFF-FIS-10004915,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",88,2,0,32.46,13.06,High
ES-2014-2057259,2/8/2014,5/8/2014,First Class,Philip Brown,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-PA-10002616,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor",109,6,0,34.56,11.76,Medium
LH-2014-70,2/8/2014,5/8/2014,Second Class,Guy Phonely,Corporate,Vilnius,Lithuania,EMEA,EMEA,TEC-SHA-10004874,Technology,Copiers,"Sharp Fax Machine, High-Speed",88,1,0.7,-144.015,10.03,Medium
CA-2014-135034,2/8/2014,4/8/2014,First Class,Annie Thurman,Consumer,Illinois,United States,US,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,96,2,0.2,5.999,9.23,Critical
CA-2014-168942,2/8/2014,6/8/2014,Second Class,Eric Murdock,Consumer,California,United States,US,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",187,3,0,50.3658,7.56,Medium
MO-2014-6730,2/8/2014,2/8/2014,Same Day,Evan Minnotte,Home Office,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,OFF-BIN-10004569,Office Supplies,Art,"Binney & Smith Highlighters, Blue",33,2,0,4.92,6.95,High
CA-2014-124576,2/8/2014,5/8/2014,Second Class,Heather Kirkland,Corporate,California,United States,US,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,55,2,0.2,18.5274,6.43,Critical
MO-2014-6730,2/8/2014,2/8/2014,Same Day,Evan Minnotte,Home Office,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,OFF-BIN-10000837,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",24,1,0,9.72,5.34,High
NI-2014-4870,2/8/2014,5/8/2014,First Class,Frank Merwin,Home Office,Gombe,Nigeria,Africa,Africa,OFF-SAN-10004420,Office Supplies,Art,"Sanford Sketch Pad, Water Color",29,2,0.7,-22.404,4.97,High
CG-2014-80,2/8/2014,8/8/2014,Standard Class,Mark Haberlin,Corporate,Kasai-Oriental,Democratic Republic of the Congo,Africa,Africa,OFF-KLE-10001644,Office Supplies,Supplies,"Kleencut Trimmer, Steel",41,1,0,6.51,4.88,Low
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",80,3,0,22.41,4.19,Medium
ES-2014-5628331,2/8/2014,7/8/2014,Standard Class,Anna Chung,Consumer,Limousin,France,EU,Central,OFF-ST-10001999,Office Supplies,Storage,"Tenex Folders, Wire Frame",60,3,0.1,25.353,4.1,Medium
MX-2014-102043,2/8/2014,5/8/2014,First Class,Matthew Grinstein,Home Office,San Salvador,El Salvador,LATAM,Central,OFF-LA-10000897,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible",19,4,0,8.72,3.99,Medium
ES-2014-1504792,2/8/2014,5/8/2014,Second Class,Helen Andreada,Consumer,Balearic Islands,Spain,EU,South,OFF-FA-10002803,Office Supplies,Fasteners,"Accos Staples, Metal",66,6,0,13.14,3.78,Medium
ES-2014-1248018,2/8/2014,7/8/2014,Standard Class,Nathan Mautz,Home Office,England,United Kingdom,EU,North,OFF-LA-10004050,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible",26,2,0,8.94,3.63,High
ES-2014-1080192,2/8/2014,7/8/2014,Standard Class,Mathew Reese,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10004903,Office Supplies,Binders,"Ibico Hole Reinforcements, Durable",85,10,0,23.7,3.23,Medium
IN-2014-85018,2/8/2014,4/8/2014,First Class,Larry Hughes,Consumer,Auckland,New Zealand,APAC,Oceania,OFF-AR-10001645,Office Supplies,Art,"Boston Pens, Blue",9,1,0.4,-5.688,3.16,Critical
ES-2014-5628331,2/8/2014,7/8/2014,Standard Class,Anna Chung,Consumer,Limousin,France,EU,Central,OFF-BI-10003642,Office Supplies,Binders,"Wilson Jones Binder, Economy",39,3,0,12.06,3.11,Medium
SF-2014-2890,2/8/2014,4/8/2014,Second Class,Ruben Dartt,Consumer,Eastern Cape,South Africa,Africa,Africa,TEC-SAN-10002477,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",40,1,0,18.18,3.04,High
ES-2014-1504792,2/8/2014,5/8/2014,Second Class,Helen Andreada,Consumer,Balearic Islands,Spain,EU,South,OFF-ST-10001646,Office Supplies,Storage,"Fellowes Box, Wire Frame",68,4,0.1,26.94,2.76,Medium
CA-2014-162691,2/8/2014,8/8/2014,Standard Class,Aaron Smayling,Corporate,Texas,United States,US,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36,7,0.2,12.7008,1.99,Medium
SF-2014-2890,2/8/2014,4/8/2014,Second Class,Ruben Dartt,Consumer,Eastern Cape,South Africa,Africa,Africa,OFF-WIL-10002153,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",27,1,0,7.68,1.87,High
IN-2014-79327,2/8/2014,7/8/2014,Second Class,John Huston,Consumer,Chongqing,China,APAC,North Asia,OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear",13,2,0,6,1.66,Medium
ES-2014-2057259,2/8/2014,5/8/2014,First Class,Philip Brown,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-BI-10003650,Office Supplies,Binders,"Ibico Index Tab, Clear",18,2,0,3.18,1.41,Medium
ES-2014-4124074,2/8/2014,6/8/2014,Standard Class,Laurel Workman,Corporate,England,United Kingdom,EU,North,OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy",21,2,0,7.02,1.24,Medium
NI-2014-4870,2/8/2014,5/8/2014,First Class,Frank Merwin,Home Office,Gombe,Nigeria,Africa,Africa,OFF-BIN-10002407,Office Supplies,Art,"Binney & Smith Highlighters, Water Color",6,1,0.7,-5.559,1.2,High
ES-2014-4124074,2/8/2014,6/8/2014,Standard Class,Laurel Workman,Corporate,England,United Kingdom,EU,North,OFF-LA-10000707,Office Supplies,Labels,"Avery Legal Exhibit Labels, Adjustable",28,3,0,8.55,1.16,Medium
IN-2014-79327,2/8/2014,7/8/2014,Second Class,John Huston,Consumer,Chongqing,China,APAC,North Asia,OFF-BI-10000698,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",10,2,0,3.42,0.66,Medium
US-2014-103604,2/8/2014,7/8/2014,Standard Class,Tony Sayre,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-ST-10003056,Office Supplies,Storage,"Tenex Folders, Single Width",12,1,0.2,-2.34,0.27,Medium
ID-2014-85032,3/8/2014,3/8/2014,Same Day,Vivek Gonzalez,Consumer,Queensland,Australia,APAC,Oceania,TEC-PH-10002590,Technology,Phones,"Motorola Audio Dock, Cordless",211,2,0.4,-66.996,40.05,Medium
ES-2014-3607035,3/8/2014,6/8/2014,First Class,Shahid Collister,Consumer,Tuscany,Italy,EU,South,TEC-MA-10003607,Technology,Machines,"Okidata Receipt Printer, Red",216,3,0.4,-82.872,27.71,High
ID-2014-62289,3/8/2014,7/8/2014,Standard Class,Robert Barroso,Corporate,National Capital,Philippines,APAC,Southeast Asia,TEC-CO-10001654,Technology,Copiers,"Hewlett Wireless Fax, Digital",741,3,0.35,68.3685,13.01,Medium
ES-2014-3607035,3/8/2014,6/8/2014,First Class,Shahid Collister,Consumer,Tuscany,Italy,EU,South,OFF-BI-10000179,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",56,2,0,18.42,11.82,High
US-2014-100062,3/8/2014,7/8/2014,Standard Class,Katherine Murray,Home Office,Francisco Morazán,Honduras,LATAM,Central,OFF-PA-10003640,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled",108,6,0.4,-27.144,10.47,Medium
ES-2014-4825158,3/8/2014,6/8/2014,Second Class,Grant Thornton,Corporate,Scotland,United Kingdom,EU,North,OFF-ST-10003990,Office Supplies,Storage,"Smead Folders, Single Width",105,6,0,32.58,7.43,Medium
ID-2014-62289,3/8/2014,7/8/2014,Standard Class,Robert Barroso,Corporate,National Capital,Philippines,APAC,Southeast Asia,OFF-SU-10004696,Office Supplies,Supplies,"Acme Shears, Easy Grip",85,3,0.45,-54.189,4.07,Medium
ID-2014-85032,3/8/2014,3/8/2014,Same Day,Vivek Gonzalez,Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10001030,Office Supplies,Art,"Sanford Markers, Easy-Erase",14,1,0.4,-0.708,2.5,Medium
ID-2014-85032,3/8/2014,3/8/2014,Same Day,Vivek Gonzalez,Consumer,Queensland,Australia,APAC,Oceania,OFF-EN-10001823,Office Supplies,Envelopes,"Cameo Mailers, Recycled",44,2,0.4,-0.048,1.17,Medium
MW-2014-7130,4/8/2014,9/8/2014,Second Class,Tom Stivers,Corporate,Podgorica,Montenegro,EMEA,EMEA,OFF-CUI-10000682,Office Supplies,Appliances,"Cuisinart Stove, Silver","3,234",6,0,970.2,295.74,Medium
ES-2014-4363806,4/8/2014,7/8/2014,First Class,Sonia Sunley,Consumer,England,United Kingdom,EU,North,OFF-ST-10003266,Office Supplies,Storage,"Tenex Lockers, Industrial",614,3,0,171.81,112.4,Medium
CG-2014-3470,4/8/2014,9/8/2014,Second Class,Gary Zandusky,Consumer,Katanga,Democratic Republic of the Congo,Africa,Africa,FUR-SAU-10004137,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional","1,167",6,0,431.82,110.7,Medium
MO-2014-780,4/8/2014,9/8/2014,Second Class,Randy Bradley,Consumer,Grand Casablanca,Morocco,Africa,Africa,FUR-CHR-10003806,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage","1,745",2,0,122.16,92.66,Medium
ES-2014-5334183,4/8/2014,7/8/2014,Second Class,Alex Avila,Consumer,England,United Kingdom,EU,North,TEC-PH-10002076,Technology,Phones,"Samsung Audio Dock, Full Size",504,3,0,65.52,91.34,High
ES-2014-5334183,4/8/2014,7/8/2014,Second Class,Alex Avila,Consumer,England,United Kingdom,EU,North,TEC-PH-10001963,Technology,Phones,"Nokia Speaker Phone, Full Size",622,5,0,124.35,84.81,High
ES-2014-4363806,4/8/2014,7/8/2014,First Class,Sonia Sunley,Consumer,England,United Kingdom,EU,North,OFF-AP-10000802,Office Supplies,Appliances,"Hoover Microwave, White","1,534",5,0,414.15,83.64,Medium
IT-2014-1525267,4/8/2014,10/8/2014,Standard Class,Kristen Hastings,Corporate,Hordaland,Norway,EU,North,FUR-CH-10000399,Furniture,Chairs,"Hon Swivel Stool, Set of Two","1,327",8,0,318.48,81.18,Low
ES-2014-4363806,4/8/2014,7/8/2014,First Class,Sonia Sunley,Consumer,England,United Kingdom,EU,North,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",340,7,0,146.16,68.67,Medium
ES-2014-3986842,4/8/2014,8/8/2014,Standard Class,Andy Yotov,Corporate,North Rhine-Westphalia,Germany,EU,Central,FUR-BO-10004824,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",401,3,0.1,26.658,67.49,High
ES-2014-5334183,4/8/2014,7/8/2014,Second Class,Alex Avila,Consumer,England,United Kingdom,EU,North,FUR-BO-10004430,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",512,3,0,46.08,62.19,High
MW-2014-7130,4/8/2014,9/8/2014,Second Class,Tom Stivers,Corporate,Podgorica,Montenegro,EMEA,EMEA,OFF-ELD-10002199,Office Supplies,Storage,"Eldon File Cart, Single Width",513,4,0,220.68,61.53,Medium
CA-2014-7620,4/8/2014,4/8/2014,Same Day,Roger Barcio,Home Office,Quebec,Canada,Canada,Canada,OFF-STA-10000155,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",112,4,0,4.44,53.9,Critical
ES-2014-4875323,4/8/2014,9/8/2014,Standard Class,Beth Thompson,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-PH-10001732,Technology,Phones,"Samsung Audio Dock, Cordless",848,5,0,152.7,52.3,Medium
ES-2014-5334183,4/8/2014,7/8/2014,Second Class,Alex Avila,Consumer,England,United Kingdom,EU,North,TEC-PH-10003960,Technology,Phones,"Apple Speaker Phone, with Caller ID",370,3,0,92.43,45.45,High
ES-2014-5334183,4/8/2014,7/8/2014,Second Class,Alex Avila,Consumer,England,United Kingdom,EU,North,OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame",395,2,0,35.52,44.36,High
IT-2014-2866257,4/8/2014,8/8/2014,Standard Class,Katherine Nockton,Corporate,Ile-de-France,France,EU,Central,FUR-TA-10004524,Furniture,Tables,"Bevis Round Table, with Bottom Storage",674,2,0.35,-186.573,40.27,Medium
IN-2014-56108,4/8/2014,10/8/2014,Standard Class,Katrina Edelman,Corporate,Jawa Tengah,Indonesia,APAC,Southeast Asia,TEC-CO-10000172,Technology,Copiers,"Hewlett Ink, Digital",552,4,0.07,195.7104,38.52,Medium
CA-2014-7620,4/8/2014,4/8/2014,Same Day,Roger Barcio,Home Office,Quebec,Canada,Canada,Canada,FUR-SAU-10002540,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",146,1,0,21.93,37.2,Critical
ES-2014-3986842,4/8/2014,8/8/2014,Standard Class,Andy Yotov,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-FA-10001574,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",271,14,0,127.26,34.18,High
CA-2014-165386,4/8/2014,5/8/2014,First Class,Charlotte Melton,Consumer,Illinois,United States,US,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183,2,0.3,-36.6744,27.67,Medium
IS-2014-4680,4/8/2014,4/8/2014,Same Day,Roland Fjeld,Consumer,Tel Aviv,Israel,EMEA,EMEA,OFF-ACC-10000102,Office Supplies,Binders,"Acco Binding Machine, Clear",202,4,0,22.2,27.21,High
ES-2014-4875323,4/8/2014,9/8/2014,Standard Class,Beth Thompson,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-MA-10002931,Technology,Machines,"Konica Receipt Printer, Red",358,3,0,110.97,22.53,Medium
CG-2014-3470,4/8/2014,9/8/2014,Second Class,Gary Zandusky,Consumer,Katanga,Democratic Republic of the Congo,Africa,Africa,OFF-CUI-10003409,Office Supplies,Appliances,"Cuisinart Refrigerator, Silver",994,2,0,168.9,22.51,Medium
US-2014-134075,4/8/2014,8/8/2014,Standard Class,Lena Radford,Consumer,México,Mexico,LATAM,North,FUR-CH-10003883,Furniture,Chairs,"Office Star Swivel Stool, Set of Two",188,2,0.2,-18.824,20.91,High
MW-2014-7130,4/8/2014,9/8/2014,Second Class,Tom Stivers,Corporate,Podgorica,Montenegro,EMEA,EMEA,FUR-IKE-10003771,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",246,2,0,93.48,18.15,Medium
ES-2014-1162801,4/8/2014,10/8/2014,Standard Class,Tamara Chand,Corporate,Andalusía,Spain,EU,South,OFF-AP-10004946,Office Supplies,Appliances,"KitchenAid Toaster, Black",170,2,0,50.82,17.4,Medium
ES-2014-2629745,4/8/2014,10/8/2014,Standard Class,Filia McAdams,Corporate,Madrid,Spain,EU,South,FUR-BO-10001405,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",125,1,0,48.69,15.09,Low
